  1.0415513853320904E+00 a         1     0     1     1     1
  2.4053758354691282E-01 a         2     0     1     1     2
 -6.7031759404364222E-01 a         3     0     1     1     3
  1.9332813549293784E+00 a         4     0     1     1     4
 -1.2765998926443431E+00 a         5     0     1     1     5
 -6.8550046117435015E-01 a         6     0     1     1     6
 -6.2409478814358677E-01 a         7     0     1     1     7
 -2.0011950397313725E+00 a         8     0     1     1     8
  2.1441429533207303E+00 a         9     0     1     1     9
 -4.0827584805792738E-01 a        10     0     1     1    10
  2.0424421790450564E+00 a        11     0     1     1    11
  3.3706559547207132E-01 a        12     0     1     1    12
 -5.7515726049128202E-01 a        13     0     1     1    13
 -1.4104021414359731E+00 a        14     0     1     1    14
  3.6732841336817568E-01 a        15     0     1     1    15
  3.4024801597118903E-01 a        16     0     1     1    16
  3.6699256762285248E-01 a        17     0     1     1    17
 -2.0866977340583473E-02 a        18     0     1     1    18
  5.2546624467921799E-01 a        19     0     1     1    19
  3.9470740529758680E-01 a        20     0     1     1    20
 -1.2103397469548380E+00 a        21     0     1     1    21
  2.8649836208835816E-01 a        22     0     1     1    22
 -1.2126349101071205E+00 a        23     0     1     1    23
  1.4221412604110746E+00 a        24     0     1     1    24
  2.1793598852180880E+00 a        25     0     1     1    25
  1.9284260929441013E+00 a        26     0     2     1     1
  1.4350699412552539E+00 a        27     0     2     1     2
 -5.1814965753298727E+00 a        28     0     2     1     3
  2.2750996435173301E+00 a        29     0     2     1     4
 -3.3948910678584512E+00 a        30     0     2     1     5
 -1.3926250415761328E+00 a        31     0     2     1     6
 -1.6214842666187166E+00 a        32     0     2     1     7
  6.1627915925957233E-01 a        33     0     2     1     8
  1.1279989095142950E+00 a        34     0     2     1     9
 -1.2442890949824106E+00 a        35     0     2     1    10
  1.5469968904429316E+00 a        36     0     2     1    11
 -2.2867225429798927E+00 a        37     0     2     1    12
  1.5124521529573232E+00 a        38     0     2     1    13
  4.7338254049170157E-02 a        39     0     2     1    14
  3.2296121535996541E-01 a        40     0     2     1    15
 -3.1308914975563962E+00 a        41     0     2     1    16
 -3.3908170784805027E+00 a        42     0     2     1    17
 -1.4713581973510161E+00 a        43     0     2     1    18
 -1.5065214215794007E+00 a        44     0     2     1    19
 -7.0740181141181621E-02 a        45     0     2     1    20
 -1.2818218549759659E+00 a        46     0     2     1    21
 -1.0756179180210272E+00 a        47     0     2     1    22
  4.1169967347839415E-01 a        48     0     2     1    23
  7.8123400657978759E-01 a        49     0     2     1    24
 -6.5545825884805264E-01 a        50     0     2     1    25
 -7.4828328832299784E-01 a        51     0     3     1     1
 -5.2740538962446126E-01 a        52     0     3     1     2
  3.0253436068449364E+00 a        53     0     3     1     3
 -2.4975732156993860E+00 a        54     0     3     1     4
  3.9804252179429938E+00 a        55     0     3     1     5
  2.3426120649091877E+00 a        56     0     3     1     6
  4.1306402506111111E+00 a        57     0     3     1     7
  1.3325830182380529E+00 a        58     0     3     1     8
 -4.7495453381038368E+00 a        59     0     3     1     9
  2.4263655948657590E+00 a        60     0     3     1    10
 -1.0873884388941792E+00 a        61     0     3     1    11
  2.3916056426354140E+00 a        62     0     3     1    12
 -1.2327878448684741E+00 a        63     0     3     1    13
  2.4504442485925879E+00 a        64     0     3     1    14
 -2.0281714323536666E+00 a        65     0     3     1    15
  1.2478554314322825E+00 a        66     0     3     1    16
  2.6435383646084705E+00 a        67     0     3     1    17
  1.2791294855025410E+00 a        68     0     3     1    18
 -1.2834178675636790E-01 a        69     0     3     1    19
  1.2109714000174152E+00 a        70     0     3     1    20
  1.5921158840978429E+00 a        71     0     3     1    21
 -6.8155372867334835E-02 a        72     0     3     1    22
  7.5409523694681702E-01 a        73     0     3     1    23
  2.3433809151629797E-01 a        74     0     3     1    24
 -1.8516315321098173E+00 a        75     0     3     1    25
 -3.1302005950765861E+00 a        76     0     4     1     1
 -1.8689683465399649E+00 a        77     0     4     1     2
  3.9272174227091576E+00 a        78     0     4     1     3
 -1.2549174094702444E+00 a        79     0     4     1     4
 -4.1816661205706190E-01 a        80     0     4     1     5
  3.2275660052977501E-01 a        81     0     4     1     6
  5.2192576400707569E-01 a        82     0     4     1     7
  5.4590853656546490E-01 a        83     0     4     1     8
 -3.7014004409263670E+00 a        84     0     4     1     9
 -4.1177947926734587E-01 a        85     0     4     1    10
  1.1710508189757554E+00 a        86     0     4     1    11
  3.9891074223389440E+00 a        87     0     4     1    12
 -1.8182269150981263E+00 a        88     0     4     1    13
  8.8598358717029768E-01 a        89     0     4     1    14
 -3.0976440354748975E+00 a        90     0     4     1    15
 -5.6932839340179175E-01 a        91     0     4     1    16
  1.6377647035138834E+00 a        92     0     4     1    17
  8.7499161559278138E-01 a        93     0     4     1    18
 -9.2255017927591243E-01 a        94     0     4     1    19
 -2.0027783065108533E+00 a        95     0     4     1    20
  7.4971239482571492E-02 a        96     0     4     1    21
  1.7161972485315868E+00 a        97     0     4     1    22
  1.5697650529315976E+00 a        98     0     4     1    23
 -2.7573989954809432E+00 a        99     0     4     1    24
 -3.2776798892486420E-01 a       100     0     4     1    25
  6.2852155551256694E-01 a       101     0     5     1     1
  1.4267167179621276E+00 a       102     0     5     1     2
 -4.6571408193876501E-01 a       103     0     5     1     3
 -1.2513875294014098E+00 a       104     0     5     1     4
 -7.3538977604680178E-01 a       105     0     5     1     5
 -3.8167663699246213E-01 a       106     0     5     1     6
 -1.9224941173649577E+00 a       107     0     5     1     7
 -4.2365773961828657E+00 a       108     0     5     1     8
  4.3345173905278953E+00 a       109     0     5     1     9
  2.9958057571202468E+00 a       110     0     5     1    10
 -3.2977426949846200E+00 a       111     0     5     1    11
 -3.7813815544879370E+00 a       112     0     5     1    12
  3.4101955314753942E+00 a       113     0     5     1    13
 -3.1004739026037837E+00 a       114     0     5     1    14
  2.7673400839850553E+00 a       115     0     5     1    15
 -7.8261403143808927E-01 a       116     0     5     1    16
 -2.6584258580793256E+00 a       117     0     5     1    17
 -5.8847302441509464E-01 a       118     0     5     1    18
 -9.2178484792260040E-01 a       119     0     5     1    19
  2.8476214712418884E+00 a       120     0     5     1    20
  1.0019499553504821E-01 a       121     0     5     1    21
 -2.1067489601606373E+00 a       122     0     5     1    22
 -1.7575033012405863E+00 a       123     0     5     1    23
  2.0423137174306927E+00 a       124     0     5     1    24
 -2.1694725995351362E-02 a       125     0     5     1    25
 -2.1047477334123224E-01 a       126     0     6     1     1
 -1.3526465152723071E+00 a       127     0     6     1     2
  2.0171243168882320E+00 a       128     0     6     1     3
  1.0269042121273105E-01 a       129     0     6     1     4
 -2.4371017739394762E+00 a       130     0     6     1     5
  1.3506980423021560E+00 a       131     0     6     1     6
 -3.0865103704822499E+00 a       132     0     6     1     7
 -1.8691153408603238E+00 a       133     0     6     1     8
  4.4521877541860261E-01 a       134     0     6     1     9
 -2.1122205634007325E+00 a       135     0     6     1    10
  2.2637485995498291E-01 a       136     0     6     1    11
 -1.5413453366512524E+00 a       137     0     6     1    12
 -1.3952368191884410E+00 a       138     0     6     1    13
 -1.2506097602173216E+00 a       139     0     6     1    14
  2.7862806132907445E+00 a       140     0     6     1    15
  1.1243128604856134E+00 a       141     0     6     1    16
 -1.0543769945807925E-01 a       142     0     6     1    17
  1.0031379258528565E+00 a       143     0     6     1    18
 -1.0933727878585486E+00 a       144     0     6     1    19
 -1.7413424931064639E-01 a       145     0     6     1    20
 -1.1959465307524308E+00 a       146     0     6     1    21
  8.8171359516002623E-01 a       147     0     6     1    22
 -4.8850604875187623E-02 a       148     0     6     1    23
 -3.5281034138112150E-01 a       149     0     6     1    24
  2.6566997609347620E+00 a       150     0     6     1    25
  2.4074787637303809E+00 a       151     0     7     1     1
  3.7590233098075654E-01 a       152     0     7     1     2
  8.3250219219178856E-01 a       153     0     7     1     3
  1.6618044175428723E+00 a       154     0     7     1     4
  8.6935694218655513E-01 a       155     0     7     1     5
  1.0998662779354114E+00 a       156     0     7     1     6
  8.3226994087231454E-01 a       157     0     7     1     7
  2.9303638363321918E+00 a       158     0     7     1     8
 -1.7266884495855188E+00 a       159     0     7     1     9
 -1.7469742807599393E+00 a       160     0     7     1    10
  2.0059270396004596E+00 a       161     0     7     1    11
  4.7877072222745714E+00 a       162     0     7     1    12
  2.1881704873616883E-01 a       163     0     7     1    13
 -5.9813541250717839E-01 a       164     0     7     1    14
 -5.8328483216889477E+00 a       165     0     7     1    15
 -3.0781487927439484E+00 a       166     0     7     1    16
 -1.7538762130800538E+00 a       167     0     7     1    17
  2.1148865655975011E+00 a       168     0     7     1    18
  3.0505074834717663E+00 a       169     0     7     1    19
 -1.6316141977864431E+00 a       170     0     7     1    20
  1.3629468370562928E-02 a       171     0     7     1    21
  4.1462627760886290E+00 a       172     0     7     1    22
 -1.2267589224627291E+00 a       173     0     7     1    23
 -2.3143145008034187E+00 a       174     0     7     1    24
  1.0831280538986310E+00 a       175     0     7     1    25
  8.7388099231112140E-02 a       176     0     8     1     1
  1.0916370284110724E+00 a       177     0     8     1     2
 -1.5771551354785980E+00 a       178     0     8     1     3
 -1.9670252349820845E+00 a       179     0     8     1     4
  2.5854619470314302E+00 a       180     0     8     1     5
  1.0162088763131698E+00 a       181     0     8     1     6
  1.0085040532636211E+00 a       182     0     8     1     7
  3.0223487544373615E+00 a       183     0     8     1     8
 -1.7435648779154185E+00 a       184     0     8     1     9
 -2.7444130609056785E+00 a       185     0     8     1    10
 -3.9304870645598439E-01 a       186     0     8     1    11
 -1.5229847966400210E+00 a       187     0     8     1    12
 -1.1153923392164222E+00 a       188     0     8     1    13
  1.8901134492076386E+00 a       189     0     8     1    14
 -2.5268430130117832E+00 a       190     0     8     1    15
  9.7275801263052197E-01 a       191     0     8     1    16
  1.5851970590506012E-01 a       192     0     8     1    17
 -1.3598018919666084E+00 a       193     0     8     1    18
  7.2375438702358597E-01 a       194     0     8     1    19
  9.5209368302135777E-02 a       195     0     8     1    20
 -6.4981524908362898E-02 a       196     0     8     1    21
  1.3134178826131666E+00 a       197     0     8     1    22
  1.0740996538071892E+00 a       198     0     8     1    23
  7.9443615052314376E-01 a       199     0     8     1    24
 -3.5555918269205566E-01 a       200     0     8     1    25
 -2.5275189590136002E+00 a       201     0     9     1     1
 -1.1012950904009600E+00 a       202     0     9     1     2
  1.6688955308112813E-01 a       203     0     9     1     3
  3.5734253585527065E-01 a       204     0     9     1     4
 -1.6004190223231742E+00 a       205     0     9     1     5
 -1.1742647566349946E+00 a       206     0     9     1     6
 -9.2352048622237087E-02 a       207     0     9     1     7
 -4.2936779210353269E+00 a       208     0     9     1     8
 -2.1180649976467549E+00 a       209     0     9     1     9
  2.4125042412091988E-01 a       210     0     9     1    10
 -1.1955679324504369E+00 a       211     0     9     1    11
 -1.9705687701605230E+00 a       212     0     9     1    12
 -1.6463346075800438E+00 a       213     0     9     1    13
 -1.7605278769622914E+00 a       214     0     9     1    14
  1.6341281120366331E+00 a       215     0     9     1    15
  2.6455058579873887E+00 a       216     0     9     1    16
  3.6447410606699548E-01 a       217     0     9     1    17
 -2.2445894194692557E+00 a       218     0     9     1    18
 -1.8466653461882447E+00 a       219     0     9     1    19
  1.0201262566086362E+00 a       220     0     9     1    20
  2.7952120494819357E+00 a       221     0     9     1    21
 -2.0447590371551536E+00 a       222     0     9     1    22
  1.0454434276743880E+00 a       223     0     9     1    23
 -1.5295549043276737E+00 a       224     0     9     1    24
  1.1107920599942302E-01 a       225     0     9     1    25
 -1.6433388727468315E-01 a       226     0    10     1     1
 -2.9996844960760508E-02 a       227     0    10     1     2
 -2.9515808137799904E+00 a       228     0    10     1     3
  1.1103041334622765E+00 a       229     0    10     1     4
 -7.6359518363776219E-02 a       230     0    10     1     5
 -1.5611725647987011E+00 a       231     0    10     1     6
  6.3332693828532272E-01 a       232     0    10     1     7
 -3.5213824997951126E-01 a       233     0    10     1     8
  1.5135865896553242E+00 a       234     0    10     1     9
  1.0862233060265198E+00 a       235     0    10     1    10
 -3.9939697696213727E-01 a       236     0    10     1    11
 -8.4775472058704771E-01 a       237     0    10     1    12
 -6.6152411164368308E-01 a       238     0    10     1    13
  5.7455559571666470E-01 a       239     0    10     1    14
  2.7051196030448170E+00 a       240     0    10     1    15
 -1.2411207290416393E-01 a       241     0    10     1    16
  4.8544251178908943E-01 a       242     0    10     1    17
 -2.7303946313811873E+00 a       243     0    10     1    18
  1.0858252416805598E+00 a       244     0    10     1    19
  8.7175405980866785E-03 a       245     0    10     1    20
  1.8803956726797786E+00 a       246     0    10     1    21
 -1.2441990600518142E+00 a       247     0    10     1    22
  1.3762436154579951E+00 a       248     0    10     1    23
  7.3347317809275936E-01 a       249     0    10     1    24
 -3.9154226113918428E-01 a       250     0    10     1    25
  1.0944596003221145E+00 a       251     0    11     1     1
