  1.9930457624150872E+00 a         1     0     1     1     1
 -2.9393959218991021E+00 a         2     0     1     1     2
  2.1274163390562144E+00 a         3     0     1     1     3
  3.5123474378370600E-01 a         4     0     1     1     4
 -2.2886619022970462E+00 a         5     0     1     1     5
  2.6528990348684993E+00 a         6     0     1     1     6
 -2.2556001694526899E+00 a         7     0     1     1     7
  2.4357728668059222E+00 a         8     0     1     1     8
 -2.7436566091514925E+00 a         9     0     1     1     9
 -1.2920929271220876E+00 a        10     0     1     1    10
  2.3102964315294798E+00 a        11     0     1     1    11
  8.0502515254636053E-01 a        12     0     1     1    12
  2.1963293362538039E+00 a        13     0     1     1    13
  2.1376325043944866E+00 a        14     0     1     1    14
  8.8918032540427272E-01 a        15     0     1     1    15
  3.3128761004494972E-01 a        16     0     1     1    16
 -8.8572715567865412E-01 a        17     0     1     1    17
  8.2848436891814037E-01 a        18     0     1     1    18
  4.5977386292859329E-01 a        19     0     1     1    19
 -8.8813719882527536E-02 a        20     0     1     1    20
  3.2357788296276806E+00 a        21     0     1     1    21
 -4.5294114481954262E-01 a        22     0     1     1    22
 -2.8770724189001702E+00 a        23     0     1     1    23
 -3.2094956762855782E+00 a        24     0     1     1    24
  1.3058236408537036E+00 a        25     0     1     1    25
 -2.9553209644361020E+00 a        26     0     2     1     1
  2.1520664204433253E-02 a        27     0     2     1     2
 -2.8442382341009642E+00 a        28     0     2     1     3
 -1.1276479974626777E-01 a        29     0     2     1     4
  1.8769397020994338E+00 a        30     0     2     1     5
  1.8739755824876883E+00 a        31     0     2     1     6
  1.2647320502445498E+00 a        32     0     2     1     7
 -9.9835652160209376E-01 a        33     0     2     1     8
  7.1282282307120370E+00 a        34     0     2     1     9
  1.9679629834381080E+00 a        35     0     2     1    10
  1.5414806545822599E+00 a        36     0     2     1    11
 -7.3646337562475317E-01 a        37     0     2     1    12
 -1.9939233332429023E+00 a        38     0     2     1    13
 -4.4684932568535179E-01 a        39     0     2     1    14
  4.3981897386277051E+00 a        40     0     2     1    15
  3.7561837996035270E+00 a        41     0     2     1    16
 -2.2100706543413565E-01 a        42     0     2     1    17
 -2.5395957263177946E+00 a        43     0     2     1    18
 -3.1452909256908482E-02 a        44     0     2     1    19
  1.4982509770349399E+00 a        45     0     2     1    20
 -4.5168952057850937E+00 a        46     0     2     1    21
  1.5146568083674263E+00 a        47     0     2     1    22
  2.0049602969582692E+00 a        48     0     2     1    23
  2.1504662393115481E+00 a        49     0     2     1    24
  8.2538770822927943E-01 a        50     0     2     1    25
 -1.0804194429348040E+00 a        51     0     3     1     1
  3.5380535487887244E+00 a        52     0     3     1     2
  7.8034594884986541E-01 a        53     0     3     1     3
 -1.2940159150105146E-01 a        54     0     3     1     4
  3.8766408448597804E+00 a        55     0     3     1     5
 -2.9089920597334191E+00 a        56     0     3     1     6
  1.0665271493622681E+00 a        57     0     3     1     7
 -8.9441978842225267E-01 a        58     0     3     1     8
 -2.1043912707307819E+00 a        59     0     3     1     9
  1.0109024528184383E+00 a        60     0     3     1    10
 -3.8913390008881716E+00 a        61     0     3     1    11
  4.5088517199286233E+00 a        62     0     3     1    12
  5.0103371917848229E-02 a        63     0     3     1    13
  6.7312049876672952E-01 a        64     0     3     1    14
 -1.2563415223854570E+00 a        65     0     3     1    15
 -2.2906227898579443E+00 a        66     0     3     1    16
  1.7935708992005523E+00 a        67     0     3     1    17
  1.6206904477235844E+00 a        68     0     3     1    18
  9.0723168575717439E-01 a        69     0     3     1    19
  9.1289367549243849E-01 a        70     0     3     1    20
 -6.6884210006359046E-01 a        71     0     3     1    21
 -6.7962577226888074E-02 a        72     0     3     1    22
 -1.6119755538861602E+00 a        73     0     3     1    23
  2.7292154925616363E+00 a        74     0     3     1    24
 -1.2549218350170879E+00 a        75     0     3     1    25
  8.5712161899457384E-01 a        76     0     4     1     1
  1.1747360133944365E+00 a        77     0     4     1     2
  1.5701857103894487E-01 a        78     0     4     1     3
  3.0468769108405929E+00 a        79     0     4     1     4
 -2.7707843607244662E+00 a        80     0     4     1     5
 -1.6129088613101155E+00 a        81     0     4     1     6
 -2.7894000120724676E+00 a        82     0     4     1     7
 -1.8556901461291960E-02 a        83     0     4     1     8
 -6.1452416457898327E+00 a        84     0     4     1     9
 -4.9330439679389565E-01 a        85     0     4     1    10
 -3.4516324104657339E+00 a        86     0     4     1    11
 -4.8348686919699739E+00 a        87     0     4     1    12
 -2.2895144035255138E-01 a        88     0     4     1    13
  6.4716149342783913E-02 a        89     0     4     1    14
 -3.1217182859810619E+00 a        90     0     4     1    15
 -5.1310003524385106E+00 a        91     0     4     1    16
 -5.3254530652215037E-01 a        92     0     4     1    17
 -5.1214521992896789E-01 a        93     0     4     1    18
 -2.7976161182855996E+00 a        94     0     4     1    19
 -2.2448387950475359E+00 a        95     0     4     1    20
  2.9692357839914227E+00 a        96     0     4     1    21
 -3.2510069261237956E-01 a        97     0     4     1    22
  4.9925079744836121E-01 a        98     0     4     1    23
  8.4435568294799301E-01 a        99     0     4     1    24
 -2.3314253496123207E+00 a       100     0     4     1    25
 -1.2221528416614971E+00 a       101     0     5     1     1
  1.0434990190701426E-01 a       102     0     5     1     2
  4.2491225711875069E-01 a       103     0     5     1     3
 -3.6550392796781179E+00 a       104     0     5     1     4
  4.9857419575302997E-01 a       105     0     5     1     5
 -3.1298180374907023E+00 a       106     0     5     1     6
  4.9199711874631609E+00 a       107     0     5     1     7
 -8.0964215116675642E-01 a       108     0     5     1     8
  1.0793558893650608E+00 a       109     0     5     1     9
  1.6639687388465241E+00 a       110     0     5     1    10
  1.0516666122392038E+00 a       111     0     5     1    11
 -1.6230663832298589E+00 a       112     0     5     1    12
 -1.8948895427548504E+00 a       113     0     5     1    13
 -3.6054822670541951E+00 a       114     0     5     1    14
  4.5814906055063920E-01 a       115     0     5     1    15
  2.7574345656095218E+00 a       116     0     5     1    16
 -1.1816100273348515E-01 a       117     0     5     1    17
  1.5212161939712460E-01 a       118     0     5     1    18
  7.5291619882133731E-01 a       119     0     5     1    19
  5.9321058072021926E-01 a       120     0     5     1    20
 -4.3313813151236186E-01 a       121     0     5     1    21
 -1.4653806248686345E+00 a       122     0     5     1    22
  1.1460842685388455E+00 a       123     0     5     1    23
 -9.6737479730906750E-01 a       124     0     5     1    24
  7.0301563598225203E-02 a       125     0     5     1    25
  5.9284950522469526E-01 a       126     0     6     1     1
 -3.1371973325628981E+00 a       127     0     6     1     2
  2.2239680244070188E+00 a       128     0     6     1     3
  1.7619194344093365E+00 a       129     0     6     1     4
  1.0938091175801898E+00 a       130     0     6     1     5
  6.2133442181499743E-01 a       131     0     6     1     6
 -1.2679665614064489E-01 a       132     0     6     1     7
  5.9047770511659503E-01 a       133     0     6     1     8
  3.2848715342915219E-01 a       134     0     6     1     9
 -4.4235414953495944E+00 a       135     0     6     1    10
  3.7754621285045555E+00 a       136     0     6     1    11
  2.3571111374887237E+00 a       137     0     6     1    12
 -7.2652206889158466E-01 a       138     0     6     1    13
 -6.8834042435365383E-01 a       139     0     6     1    14
 -1.8812526705103241E+00 a       140     0     6     1    15
  8.3111564729266130E-01 a       141     0     6     1    16
 -1.4427037907164817E+00 a       142     0     6     1    17
 -9.3584183935737042E-01 a       143     0     6     1    18
 -1.0275493824601996E+00 a       144     0     6     1    19
 -1.3101975423555623E-01 a       145     0     6     1    20
  1.7863252709326787E+00 a       146     0     6     1    21
 -1.5916732752740794E+00 a       147     0     6     1    22
 -1.4188845213951831E+00 a       148     0     6     1    23
 -1.2169026755801118E+00 a       149     0     6     1    24
 -5.8581416587459489E-01 a       150     0     6     1    25
  1.7042811959152077E-01 a       151     0     7     1     1
 -1.0750375701691981E+00 a       152     0     7     1     2
 -5.0053524672209242E-02 a       153     0     7     1     3
  2.2088537663864527E-01 a       154     0     7     1     4
  1.1592069209321794E-01 a       155     0     7     1     5
  3.1940132072460909E+00 a       156     0     7     1     6
 -7.3664181443179033E-01 a       157     0     7     1     7
 -5.3470902492226302E-01 a       158     0     7     1     8
  4.4981869429664245E-01 a       159     0     7     1     9
 -4.2580134650178696E+00 a       160     0     7     1    10
